鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地使用分區,土地移轉總面積_坪,交易筆棟數_土地數量,交易筆棟數_建物數量,交易年,交易月,交易日,建成年,建成月,建成日,屋齡_年,建物型態,建物移轉總面積_坪,建物單坪價格_萬元,建物現況格局.隔間,有無管理組織,總價元,有無車位,車位總價元,緯度,經度
鳳山區,房地(土地+建物)+車位,高雄市鳳山區永忠街1~30號,住,10.1,1,1,108,10,6,100,8,30,8,住宅大樓(11層含以上有電梯),57.2,14,y,y,8000000,y,0,22.645294,120.367681
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段151~180號,住,6,1,1,108,10,26,95,11,30,13,住宅大樓(11層含以上有電梯),54.6,21.1,y,y,11500000,y,0,22.637816,120.348135
鳳山區,房地(土地+建物)+車位,高雄市鳳山區南華路151~180號,商,3.5,1,1,108,10,27,85,5,15,23,住宅大樓(11層含以上有電梯),46.9,15.4,y,y,7200000,y,1000000,22.603572,120.337479
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.9,1,1,108,4,1,108,8,9,0,住宅大樓(11層含以上有電梯),43.7,15.3,y,y,6680000,y,1300000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,6.3,1,1,108,3,9,108,8,9,0,住宅大樓(11層含以上有電梯),53.2,15,y,y,8000000,y,1360000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,6.3,1,1,108,8,12,108,8,9,0,住宅大樓(11層含以上有電梯),53.2,15.5,y,y,8250000,y,1360000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,7,15,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,16.2,y,y,6080000,y,1300000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,3.9,1,1,107,6,16,108,8,9,0,住宅大樓(11層含以上有電梯),35.5,15.2,y,y,5380000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,3.9,1,1,108,8,12,108,8,9,0,住宅大樓(11層含以上有電梯),35.5,16.5,y,y,5860000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,5.2,1,1,108,8,11,108,8,9,0,住宅大樓(11層含以上有電梯),44.9,15.6,y,y,7000000,y,1300000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,6,18,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,15.4,y,y,5760000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,7,29,108,8,9,0,住宅大樓(11層含以上有電梯),37.7,15.8,y,y,5950000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,10,15,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,15.9,y,y,5960000,y,1240000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,7,26,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,16.5,y,y,6190000,y,1360000,22.614521,120.362563
鳳山區,房地(土地+建物)+車位,高雄市鳳山區埤里鳳頂路211~240號,商,4.2,1,1,108,6,28,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,15.9,y,y,5980000,y,1240000,22.62708744,120.3626094
鳳山區,房地(土地+建物)+車位,高雄市鳳山區埤里鳳頂路211~240號,商,4.2,1,1,108,7,15,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,16.2,y,y,6060000,y,1300000,22.62708744,120.3626094
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳頂路211~240號,商,4.2,1,1,108,7,17,108,8,9,0,住宅大樓(11層含以上有電梯),37.5,16.1,y,y,6050000,y,1300000,22.614521,120.362563
岡山區,房地(土地+建物)+車位,高雄市岡山區岡山路61~90號,住,10.4,1,1,108,10,15,95,5,12,13,住宅大樓(11層含以上有電梯),52.6,11.9,y,y,6250000,y,0,22.804981,120.287884
岡山區,房地(土地+建物)+車位,高雄市岡山區嘉新東路61~90號,住,2.2,1,1,108,10,13,87,4,30,21,住宅大樓(11層含以上有電梯),26.4,12.1,y,y,3200000,y,0,22.807595,120.313482
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路1111~1140號,住,4.1,1,1,108,10,7,108,3,22,0,住宅大樓(11層含以上有電梯),33.3,18.8,y,y,6250000,y,0,22.743026,120.317034
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路1051~1080號,住,5.2,1,1,108,11,5,108,3,22,1,住宅大樓(11層含以上有電梯),41.5,18.1,y,y,7520000,y,0,22.743026,120.317034
楠梓區,房地(土地+建物)+車位,高雄市楠梓區盛昌街271~300號,商,1.9,1,1,108,10,21,105,2,24,4,住宅大樓(11層含以上有電梯),23.2,16.9,y,y,3920000,y,0,22.710226,120.282952
左營區,房地(土地+建物)+車位,高雄市左營區富國路271~300號,商,1.4,1,1,108,10,30,84,10,19,24,住宅大樓(11層含以上有電梯),25.1,17.5,y,y,4380000,y,0,22.662919,120.306538
左營區,房地(土地+建物)+車位,高雄市左營區崇德路271~300號,商,5.7,2,1,108,9,26,105,11,10,3,住宅大樓(11層含以上有電梯),89.6,17.7,y,y,15900000,y,0,22.674393,120.30616
楠梓區,房地(土地+建物)+車位,高雄市楠梓區新昌街31~60號,住,7.8,1,1,108,9,17,77,5,12,31,公寓(5樓含以下無電梯),45.8,5.7,y,n,2600000,y,0,22.71168,120.298114
左營區,房地(土地+建物)+車位,高雄市左營區自由四路361~390號,住,6.3,1,1,108,10,6,105,1,8,4,住宅大樓(11層含以上有電梯),50.6,19.8,y,y,10000000,y,0,22.68484,120.316248
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路61~90號,住,10,1,1,108,10,2,105,2,23,4,住宅大樓(11層含以上有電梯),94.9,19.5,y,y,18500000,y,0,22.673217,120.297447
左營區,房地(土地+建物)+車位,高雄市左營區崇德路271~300號,商,5.7,2,1,108,8,18,105,11,10,3,住宅大樓(11層含以上有電梯),89.6,17.6,y,y,15750000,y,0,22.674393,120.30616
左營區,房地(土地+建物)+車位,高雄市左營區博愛四路226巷1~30號,住,2.3,1,1,108,10,28,84,8,17,24,住宅大樓(11層含以上有電梯),36.3,15.2,y,y,5508000,y,0,22.684028,120.315061
左營區,房地(土地+建物)+車位,高雄市左營區文直路1~30號,住,4.3,1,1,108,10,10,107,10,15,1,住宅大樓(11層含以上有電梯),31.9,25.2,y,y,8050000,y,0,22.672799,120.300569
楠梓區,房地(土地+建物)+車位,高雄市楠梓區楠盛街121~150號,商,5.6,1,2,108,10,4,85,2,5,24,住宅大樓(11層含以上有電梯),49.8,12,y,y,5980000,y,0,22.730981,120.333259
左營區,房地(土地+建物)+車位,高雄市左營區至真路301~330號,住,5.6,1,1,108,10,8,107,10,15,1,住宅大樓(11層含以上有電梯),42.2,28.4,y,y,12000000,y,0,22.673762,120.298901
三民區,房地(土地+建物)+車位,高雄市三民區鼎力路61~90號,商,1.8,1,1,108,10,20,102,10,23,6,住宅大樓(11層含以上有電梯),24.6,20.9,y,y,5150000,y,0,22.669464,120.32536
三民區,房地(土地+建物)+車位,高雄市三民區民族巷61~90號,商,2.7,1,1,108,10,22,107,10,31,1,住宅大樓(11層含以上有電梯),46.1,20.3,y,y,9355000,y,0,22.64767612,120.2998489
三民區,房地(土地+建物)+車位,高雄市三民區明哲路31~60號,住,5.9,1,1,108,10,21,82,11,26,26,住宅大樓(11層含以上有電梯),52.6,16.1,y,y,8450000,y,0,22.661697,120.311635
三民區,房地(土地+建物)+車位,高雄市三民區水源路8巷1~30號,住,5.3,2,1,108,10,13,88,5,13,20,住宅大樓(11層含以上有電梯),43.9,15.9,y,y,7000000,y,0,22.63617,120.342684
三民區,房地(土地+建物)+車位,高雄市三民區重慶街349巷1~30號,住,5.7,1,1,108,10,18,83,12,29,25,住宅大樓(11層含以上有電梯),59.6,17.8,y,y,10580000,y,0,22.651073,120.302403
三民區,房地(土地+建物)+車位,高雄市三民區建元路1~30號,商,3,1,1,108,10,23,89,4,12,19,住宅大樓(11層含以上有電梯),42.8,15.9,y,y,6800000,y,0,22.648108,120.317691
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,5.1,1,1,108,8,31,108,5,15,0,住宅大樓(11層含以上有電梯),79.1,26.4,y,y,20880000,y,1700000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.9,1,2,108,6,2,108,5,15,0,住宅大樓(11層含以上有電梯),77.3,23,y,y,17810000,y,1500000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,6.3,1,1,108,9,17,108,5,15,0,住宅大樓(11層含以上有電梯),90.9,24.9,y,y,22600000,y,3300000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.9,1,1,108,7,13,108,5,15,0,住宅大樓(11層含以上有電梯),77.6,25.6,y,y,19900000,y,1800000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街1~30號,住,3.4,2,1,108,9,12,106,6,8,2,住宅大樓(11層含以上有電梯),35.2,26.5,y,y,9340000,y,1950000,22.612152,120.316856
前鎮區,房地(土地+建物)+車位,高雄市前鎮區和平二路227巷1~30號,商,5.8,1,1,108,10,18,96,6,21,12,住宅大樓(11層含以上有電梯),65.9,17.1,y,y,11300000,y,1200000,22.613401,120.322196
前鎮區,房地(土地+建物)+車位,高雄市前鎮區一心二路2巷13弄1~30號,住,33.3,1,1,108,10,8,97,8,15,11,透天厝,73.1,42.8,y,n,31300000,y,0,22.611442,120.31316
前鎮區,房地(土地+建物)+車位,高雄市前鎮區后平路61~90號,商,3.2,1,1,108,10,25,82,10,1,26,住宅大樓(11層含以上有電梯),42.2,10.7,y,y,4500000,y,0,22.57034,120.323182
苓雅區,房地(土地+建物)+車位,高雄市苓雅區安溪路31~60號,住,6.6,1,1,108,10,23,108,1,24,1,住宅大樓(11層含以上有電梯),50.1,20.2,y,y,10100000,y,1300000,22.633511,120.332494
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路144巷1~30號,住,8.3,1,1,108,10,5,108,2,19,1,住宅大樓(11層含以上有電梯),62.5,31.2,y,y,19500000,y,0,22.627876,120.320565
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路144巷1~30號,住,9.7,1,1,108,10,9,108,2,19,1,住宅大樓(11層含以上有電梯),72.8,25.9,n,y,18850000,y,4200000,22.627876,120.320565
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路121~150號,商,2.8,1,1,108,10,14,103,10,31,5,住宅大樓(11層含以上有電梯),43.3,32.3,y,y,14000000,y,0,22.615517,120.303928
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路151~180號,商,6.7,1,1,108,10,10,103,11,7,5,住宅大樓(11層含以上有電梯),105.5,30.3,y,y,32000000,y,4000000,22.634235,120.316814
苓雅區,房地(土地+建物)+車位,高雄市苓雅區輔仁路331~360號,住,7.1,1,1,108,9,4,94,12,22,14,住宅大樓(11層含以上有電梯),53.5,22.4,y,y,12000000,y,0,22.628825,120.332659
苓雅區,房地(土地+建物)+車位,高雄市苓雅區凱旋一路31~60號,住,6.6,1,1,108,9,29,108,9,3,0,住宅大樓(11層含以上有電梯),66.3,23.2,y,y,15400000,y,1550000,22.636761,120.319076
鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕誠路1501~1530號,商,3.7,1,1,108,10,11,86,2,15,23,住宅大樓(11層含以上有電梯),41.2,16.3,y,y,6700000,y,0,22.665806,120.296044
鼓山區,房地(土地+建物)+車位,高雄市鼓山區明誠四路1~30號,商,3.2,1,1,108,10,4,107,10,18,1,住宅大樓(11層含以上有電梯),56.5,29.7,y,y,16800000,y,0,22.661155,120.292481
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路1~30號,住,14.4,1,1,108,10,18,105,7,13,3,住宅大樓(11層含以上有電梯),107.6,37.2,y,y,39980000,y,0,22.654783,120.291309
鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區建國四路361~390號,商,4.4,1,1,108,9,20,87,10,27,21,店面(店鋪),51.4,17.9,y,y,9200000,y,0,22.626284,120.280738
苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路151~180號,住,12.5,1,1,108,11,2,98,5,14,10,住宅大樓(11層含以上有電梯),145.4,37.5,y,y,54500000,y,7500000,22.634235,120.316814
苓雅區,房地(土地+建物)+車位,高雄市苓雅區光華一路181~210號,商,3.6,1,1,108,7,28,107,1,12,1,住宅大樓(11層含以上有電梯),61.4,23.1,y,y,14180000,y,1400000,22.619635,120.317246
苓雅區,房地(土地+建物)+車位,高雄市苓雅區青年一路1~30號,住,5.4,1,1,108,10,27,77,2,12,32,住宅大樓(11層含以上有電梯),50.5,17.2,y,y,8700000,y,1500000,22.624945,120.316933
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,5.1,1,1,108,8,10,108,5,15,0,住宅大樓(11層含以上有電梯),78.9,24.4,y,y,19220000,y,1550000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.9,1,1,108,5,29,108,5,15,0,住宅大樓(11層含以上有電梯),77.3,23.4,y,y,18060000,y,1400000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,5.1,1,1,108,8,5,108,5,15,0,住宅大樓(11層含以上有電梯),79.1,22.7,y,y,17980000,y,1500000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.6,1,1,108,9,13,108,5,15,0,住宅大樓(11層含以上有電梯),71.6,23.8,y,y,17050000,y,1500000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區民權二路511~540號,住,3.9,1,1,108,9,30,97,3,7,11,住宅大樓(11層含以上有電梯),82.3,24.3,y,y,20000000,y,0,22.612722,120.31422
前鎮區,房地(土地+建物)+車位,高雄市前鎮區汕頭街61~90號,住,13.2,1,1,108,10,12,85,3,26,23,住宅大樓(11層含以上有電梯),60.5,9.6,y,y,5800000,y,0,22.610387,120.316309
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.6,1,1,108,8,4,108,5,15,0,住宅大樓(11層含以上有電梯),71.6,23.2,y,y,16600000,y,1500000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.6,1,1,108,8,21,108,5,15,0,住宅大樓(11層含以上有電梯),71.6,26.7,y,y,19100000,y,1800000,22.612715,120.319486
前鎮區,房地(土地+建物)+車位,高雄市前鎮區二聖一路211~240號,商,4.6,1,1,108,8,31,108,5,15,0,住宅大樓(11層含以上有電梯),71.6,23,y,y,16480000,y,1500000,22.612715,120.319486
三民區,房地(土地+建物)+車位,高雄市三民區正忠路31~60號,商,7.2,1,1,108,10,13,104,9,6,4,住宅大樓(11層含以上有電梯),115.9,20.7,y,y,24000000,y,3000000,22.645812,120.330244
三民區,房地(土地+建物)+車位,高雄市三民區正忠路31~60號,商,7.2,1,1,108,10,3,104,9,6,4,住宅大樓(11層含以上有電梯),116,19.4,y,y,22500000,y,3100000,22.645812,120.330244
三民區,房地(土地+建物)+車位,高雄市三民區興昌街1~30號,住,6.5,1,2,108,10,10,83,3,9,25,住宅大樓(11層含以上有電梯),47.2,13.5,y,y,6380000,y,0,22.647029,120.318438
三民區,房地(土地+建物)+車位,高雄市三民區褒揚街211~240號,商,5.1,2,1,108,10,23,83,12,28,25,住宅大樓(11層含以上有電梯),71.4,9.8,y,y,6988888,y,800000,22.640935,120.341771
三民區,房地(土地+建物)+車位,高雄市三民區鼎泰街211~240號,住,4.1,1,1,108,10,18,84,3,21,24,華廈(10層含以下有電梯),27.2,14.9,y,y,4040000,y,0,22.666686,120.318443
三民區,房地(土地+建物)+車位,高雄市三民區九如一路481~510號,商,2.9,1,1,108,10,22,94,10,31,14,住宅大樓(11層含以上有電梯),27.7,17.3,y,y,4800000,y,0,22.640116,120.317739
左營區,房地(土地+建物)+車位,高雄市左營區至真路301~330號,住,4,1,1,108,10,24,107,10,15,1,住宅大樓(11層含以上有電梯),29.9,25.9,y,y,7750000,y,0,22.673762,120.298901
左營區,房地(土地+建物)+車位,高雄市左營區德威街61~90號,住,9.1,1,1,108,10,23,81,4,30,27,華廈(10層含以下有電梯),50.8,13.4,y,n,6800000,y,0,22.662276,120.30519
左營區,房地(土地+建物)+車位,高雄市左營區富國路271~300號,商,1.6,1,1,108,10,10,84,10,19,24,住宅大樓(11層含以上有電梯),27.6,17.8,y,y,4900000,y,0,22.662919,120.306538
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學西路31~60號,住,5.2,1,1,108,9,15,108,5,22,0,住宅大樓(11層含以上有電梯),37.7,19.5,y,y,7360000,y,0,22.731885,120.276433
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學西路31~60號,住,4.8,1,1,108,10,10,108,5,22,0,住宅大樓(11層含以上有電梯),35,18.6,y,y,6500000,y,0,22.731885,120.276433
楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學西路31~60號,住,4.9,1,1,108,10,8,108,5,22,0,住宅大樓(11層含以上有電梯),35.7,19.3,y,y,6900000,y,0,22.731885,120.276433
左營區,房地(土地+建物)+車位,高雄市左營區文恩路1~30號,住,5.1,1,1,108,10,19,84,3,25,24,華廈(10層含以下有電梯),31.4,13.4,y,y,4200000,y,0,22.684314,120.316916
左營區,房地(土地+建物)+車位,高雄市左營區孟子路151~180號,住,5.2,1,1,108,10,10,94,10,6,14,住宅大樓(11層含以上有電梯),38,18.7,y,y,7100000,y,0,22.67641,120.306366
左營區,房地(土地+建物)+車位,高雄市左營區孟子路331~360號,住,7.1,1,1,108,10,4,101,11,21,7,住宅大樓(11層含以上有電梯),63.5,26.8,y,y,17000000,y,0,22.67641,120.306366
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段271~300號,住,3.1,1,2,108,10,7,83,8,27,25,住宅大樓(11層含以上有電梯),42.5,13.2,y,y,5600000,y,0,22.637816,120.348135
鳳山區,房地(土地+建物)+車位,高雄市鳳山區永忠街1~30號,住,5.7,1,1,108,10,26,104,10,15,4,住宅大樓(11層含以上有電梯),38.8,18.3,y,y,7100000,y,0,22.645294,120.367681
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過勇路151~180號,商,3.4,1,1,108,10,21,102,6,20,6,住宅大樓(11層含以上有電梯),36.6,15.3,y,n,5600000,y,0,22.592754,120.362934
左營區,房地(土地+建物)+車位,高雄市左營區文自路181~210號,住,6.1,1,1,108,10,5,83,5,2,25,華廈(10層含以下有電梯),41,13.3,y,y,5460000,y,0,22.685273,120.315815
楠梓區,房地(土地+建物)+車位,高雄市楠梓區清豐里土庫二路181~210號,住,4,2,1,108,10,20,103,6,26,5,住宅大樓(11層含以上有電梯),38.4,15.9,y,y,6100000,y,0,22.737502,120.327274
橋頭區,房地(土地+建物)+車位,高雄市橋頭區新東一街241~270號,住,8.9,1,1,108,10,6,99,3,4,9,住宅大樓(11層含以上有電梯),48.9,9.3,y,y,4550000,y,0,22.740602,120.315383
鳳山區,房地(土地+建物)+車位,高雄市鳳山區六成街61~90號,住,27.4,1,1,108,9,28,96,5,28,12,透天厝,62.7,25.2,y,n,15800000,y,0,22.587824,120.351161
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北昌二街61~90號,住,4.4,1,1,108,10,28,104,1,3,5,住宅大樓(11層含以上有電梯),32.5,17.5,y,y,5700000,y,0,22.645803,120.372444
鳳山區,房地(土地+建物)+車位,高雄市鳳山區建國路三段361~390號,住,3.1,1,2,108,10,13,86,6,7,22,住宅大樓(11層含以上有電梯),42.1,14.7,y,y,6200000,y,0,22.637816,120.348135
鳳山區,房地(土地+建物)+車位,高雄市鳳山區北維街1~30號,住,6.6,2,1,108,10,19,101,5,15,7,住宅大樓(11層含以上有電梯),36.6,16.7,y,y,6100000,y,0,22.641997,120.374652
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新強路91~120號,住,6.9,1,1,108,10,27,86,1,17,23,住宅大樓(11層含以上有電梯),51.8,14.4,y,y,7450000,y,0,22.61667,120.338789
鳳山區,房地(土地+建物)+車位,高雄市鳳山區鳳南路1~30號,住,2.8,1,1,108,11,8,85,7,5,23,住宅大樓(11層含以上有電梯),32.6,13.3,y,y,4350000,y,0,22.600086,120.336463
橋頭區,房地(土地+建物)+車位,高雄市橋頭區經武路31~60號,商,3,1,1,108,10,24,107,12,20,1,住宅大樓(11層含以上有電梯),30,16,y,y,4800000,y,0,22.743026,120.317034
左營區,房地(土地+建物)+車位,高雄市左營區文天路151~180號,商,2.6,1,1,108,10,25,83,2,20,26,住宅大樓(11層含以上有電梯),27.6,15.6,y,y,4300000,y,0,22.688093,120.315576
